"cust_id"	"sales_total"	"num_of_orders"	"gender"	"per_order"
104941	95.74	1	"F"	95.74
104942	135.03	3	"M"	45.01
104943	380.32	2	"F"	190.16
104944	47.41	2	"M"	23.705
104945	51.6	2	"F"	25.8
104946	136.03	2	"F"	68.015
104947	136.09	2	"F"	68.045
104948	277.46	1	"M"	277.46
104949	44.96162856	1	"M"	44.96162856
104950	119.1	3	"F"	39.7
104951	86.66	2	"M"	43.33
104952	114.83	2	"F"	57.415
104953	49.24	1	"F"	49.24
104954	66.57	3	"M"	22.19
104955	97.84	3	"M"	32.6133333333333
104956	100.81	2	"M"	50.405
104957	71.62	3	"F"	23.8733333333333
104958	109.3	3	"M"	36.4333333333333
104959	124.73	1	"F"	124.73
104960	317.36	2	"F"	158.68
104961	743.12	3	"F"	247.706666666667
104962	69.03	2	"F"	34.515
104963	89.28	2	"F"	44.64
104964	76.51	2	"F"	38.255
104965	496.63	1	"F"	496.63
104966	183.13	1	"F"	183.13
104967	223.62	2	"M"	111.81
104968	401.8	1	"M"	401.8
104969	218.65	3	"M"	72.8833333333333
104970	1103.23	9	"M"	122.581111111111
104971	376.67	1	"M"	376.67
104972	156.13	1	"M"	156.13
104973	152.33	2	"M"	76.165
104974	159.95	2	"F"	79.975
104975	78.7	3	"F"	26.2333333333333
104976	303.86	3	"M"	101.286666666667
104977	131.71	2	"F"	65.855
104978	155.07	1	"F"	155.07
104979	393.74	4	"F"	98.435
104980	47.56	1	"M"	47.56
104981	101.18	3	"F"	33.7266666666667
104982	177.57	2	"F"	88.785
104983	155.86	1	"F"	155.86
104984	88.9	3	"F"	29.6333333333333
104985	79.3	2	"F"	39.65
104986	123.62	2	"M"	61.81
104987	1209.48	6	"M"	201.58
104988	322.06	4	"F"	80.515
104989	47.5	1	"F"	47.5
104990	166.44	3	"M"	55.48
104991	124.15	2	"F"	62.075
104992	90.89	3	"M"	30.2966666666667
104993	270.08	4	"M"	67.52
104994	281.76	2	"F"	140.88
104995	358.57	3	"F"	119.523333333333
104996	787.16	3	"M"	262.386666666667
104997	618.99	3	"F"	206.33
104998	471.74	3	"M"	157.246666666667
104999	66.06	2	"F"	33.03
105000	130.84	2	"F"	65.42
105001	87.34	2	"M"	43.67
105002	94.69	1	"F"	94.69
105003	104.13	3	"F"	34.71
105004	43.03	1	"M"	43.03
105005	108.56	2	"F"	54.28
105006	85.26350885	1	"F"	85.26350885
105007	317.51	1	"F"	317.51
105008	68.19	3	"F"	22.73
105009	157.32	1	"M"	157.32
105010	127.55	2	"F"	63.775
105011	351.6	3	"F"	117.2
105012	452.17	3	"M"	150.723333333333
105013	97.34	2	"F"	48.67
105014	114.73	3	"F"	38.2433333333333
105015	49.84679417	3	"M"	16.6155980566667
105016	140.9	2	"F"	70.45
105017	590.85	6	"M"	98.475
105018	119.81	1	"M"	119.81
105019	157.34	2	"M"	78.67
105020	44.77	2	"M"	22.385
105021	605.58	2	"F"	302.79
105022	38.44038653	1	"F"	38.44038653
105023	508.08	3	"M"	169.36
105024	94.41	1	"M"	94.41
105025	36.05121003	3	"F"	12.01707001
105026	662.66	2	"M"	331.33
105027	766.14	4	"F"	191.535
105028	165.26	2	"M"	82.63
105029	368.56	1	"F"	368.56
105030	228.16	1	"F"	228.16
105031	51.01	2	"M"	25.505
105032	766.19	4	"F"	191.5475
105033	51.17	1	"F"	51.17
105034	305.83	1	"M"	305.83
105035	62.7	2	"M"	31.35
105036	296.87	3	"M"	98.9566666666667
105037	66.47	2	"M"	33.235
105038	164.03	1	"M"	164.03
105039	153.25	2	"M"	76.625
105040	69.62	2	"M"	34.81
105041	98.36	1	"F"	98.36
105042	49.88132903	2	"M"	24.940664515
105043	87.27	1	"F"	87.27
105044	320.97	4	"M"	80.2425
105045	117.98	2	"M"	58.99
105046	419.35	3	"F"	139.783333333333
105047	316.82	2	"M"	158.41
105048	102.57	2	"F"	51.285
105049	79.36	3	"M"	26.4533333333333
105050	164.23	2	"F"	82.115
105051	2379.84	10	"F"	237.984
105052	333.99	3	"F"	111.33
105053	117.03	3	"M"	39.01
105054	61.6	2	"M"	30.8
105055	695.52	4	"F"	173.88
105056	90.67	2	"M"	45.335
105057	220.24	3	"M"	73.4133333333333
105058	281.98	3	"F"	93.9933333333333
105059	119.84	2	"M"	59.92
105060	199.6	1	"M"	199.6
105061	134.33	3	"M"	44.7766666666667
105062	129.57	2	"M"	64.785
105063	238.44	4	"M"	59.61
105064	291.33	2	"F"	145.665
105065	278.96	2	"M"	139.48
105066	59.04	3	"F"	19.68
105067	126.21	2	"F"	63.105
105068	56.21	2	"F"	28.105
105069	41.75	1	"F"	41.75
105070	221.02	3	"F"	73.6733333333333
105071	136.85	3	"F"	45.6166666666667
105072	178.33	2	"F"	89.165
105073	103.56	2	"F"	51.78
105074	33.74	1	"F"	33.74
105075	170.54	2	"F"	85.27
105076	96.60912631	1	"M"	96.60912631
105077	92.29	1	"F"	92.29
105078	64.99	1	"F"	64.99
105079	83.05	2	"F"	41.525
105080	242.17	2	"M"	121.085
105081	259.57	2	"M"	129.785
105082	482.64	1	"F"	482.64
105083	129.39	1	"M"	129.39
105084	93.51	3	"F"	31.17
105085	121.63	3	"M"	40.5433333333333
105086	38.18	1	"F"	38.18
105087	306.28	3	"M"	102.093333333333
105088	168.13	1	"F"	168.13
105089	71.17	2	"F"	35.585
105090	134.69	2	"F"	67.345
105091	289.65	3	"F"	96.55
105092	2365.84	5	"F"	473.168
105093	49.44	2	"F"	24.72
105094	54.94	3	"F"	18.3133333333333
105095	101.14	1	"M"	101.14
105096	311.24	2	"M"	155.62
105097	164.01	3	"M"	54.67
105098	91.47	1	"F"	91.47
105099	44.44134645	3	"F"	14.81378215
105100	115.63	2	"F"	57.815
105101	137.54	1	"M"	137.54
105102	153.92	1	"M"	153.92
105103	84.97	1	"F"	84.97
105104	315.86	2	"F"	157.93
105105	147.01	1	"M"	147.01
105106	277.38	3	"M"	92.46
105107	166.17	2	"M"	83.085
105108	151.28	2	"F"	75.64
105109	59.55	2	"F"	29.775
105110	446.19	1	"M"	446.19
105111	214.02	2	"F"	107.01
105112	258.09	2	"M"	129.045
105113	289.24	1	"F"	289.24
105114	83.48	1	"M"	83.48
105115	162.73	2	"M"	81.365
105116	229.47	3	"M"	76.49
105117	59.25	2	"M"	29.625
105118	389.27	4	"F"	97.3175
105119	61.37173345	2	"F"	30.685866725
105120	186.96	1	"F"	186.96
105121	109.99	2	"F"	54.995
105122	64.67	1	"F"	64.67
105123	32.94	2	"M"	16.47
105124	110.79	2	"M"	55.395
105125	401.23	4	"M"	100.3075
105126	267.86	3	"F"	89.2866666666667
105127	66.75	2	"F"	33.375
105128	467.78	3	"M"	155.926666666667
105129	253.59	1	"F"	253.59
105130	49.76	2	"F"	24.88
105131	153.13	2	"F"	76.565
105132	217.38	2	"F"	108.69
105133	59.15289375	1	"M"	59.15289375
105134	183.43	2	"F"	91.715
105135	175.16	1	"F"	175.16
105136	190.2	1	"F"	190.2
105137	87.54	2	"F"	43.77
105138	145.23	2	"F"	72.615
105139	136.32	2	"M"	68.16
105140	84.5600959	2	"M"	42.28004795
105141	458.05	4	"M"	114.5125
105142	45.15	2	"M"	22.575
105143	380.63	3	"M"	126.876666666667
105144	118.08	2	"F"	59.04
105145	559.04	5	"F"	111.808
105146	97.75	2	"M"	48.875
105147	377.89	3	"F"	125.963333333333
105148	383.91	4	"F"	95.9775
105149	603.34	4	"F"	150.835
105150	333.14	1	"M"	333.14
105151	317.82	2	"F"	158.91
105152	73.11	2	"F"	36.555
105153	133.57	2	"F"	66.785
105154	120.03	2	"F"	60.015
105155	193.48	2	"F"	96.74
105156	898.94	3	"M"	299.646666666667
105157	100.41	1	"M"	100.41
105158	137.34	2	"F"	68.67
105159	39.85	2	"M"	19.925
105160	30.23	2	"F"	15.115
105161	218.03	2	"F"	109.015
105162	85.15	1	"M"	85.15
105163	46.04	1	"F"	46.04
105164	168.7	1	"M"	168.7
105165	69.49	1	"F"	69.49
105166	32.70061804	2	"F"	16.35030902
105167	272.56	3	"M"	90.8533333333333
105168	100.45	2	"F"	50.225
105169	184.06	3	"M"	61.3533333333333
105170	519.04	3	"M"	173.013333333333
105171	84.53	2	"M"	42.265
105172	60.20306303	2	"M"	30.101531515
105173	163.15	1	"M"	163.15
105174	125.04	2	"F"	62.52
105175	196.18	3	"M"	65.3933333333333
105176	215.99	1	"F"	215.99
105177	106.08	2	"M"	53.04
105178	141.34	3	"M"	47.1133333333333
105179	918.04	2	"M"	459.02
105180	63.48238326	3	"F"	21.16079442
105181	393	1	"M"	393
105182	610.55	3	"M"	203.516666666667
105183	113.96	1	"M"	113.96
105184	560.63	3	"F"	186.876666666667
105185	44.17	1	"M"	44.17
105186	127.68	2	"M"	63.84
105187	562.43	4	"M"	140.6075
105188	113.62	2	"M"	56.81
105189	117.74	2	"M"	58.87
105190	74.98	2	"F"	37.49
105191	32.89791039	2	"M"	16.448955195
105192	32.32	2	"M"	16.16
105193	240.83	4	"M"	60.2075
105194	37.25	1	"M"	37.25
105195	154.35	2	"F"	77.175
105196	126.23	2	"F"	63.115
105197	326.22	4	"M"	81.555
105198	404.6	2	"M"	202.3
105199	206.62	3	"M"	68.8733333333333
105200	124.89	3	"M"	41.63
105201	124.26	1	"M"	124.26
105202	119.16	3	"M"	39.72
105203	84.75	1	"M"	84.75
105204	159.01	2	"M"	79.505
105205	118.56	3	"F"	39.52
105206	134.06	1	"F"	134.06
105207	150.28	2	"M"	75.14
105208	107.57	2	"M"	53.785
105209	63.26	3	"M"	21.0866666666667
105210	104.26	2	"F"	52.13
105211	146.02	1	"F"	146.02
105212	33.51058011	2	"M"	16.755290055
105213	423.3	2	"F"	211.65
105214	390.77	3	"F"	130.256666666667
105215	334.64	3	"M"	111.546666666667
105216	403.07	2	"M"	201.535
105217	318.2	1	"M"	318.2
105218	112.17	3	"M"	37.39
105219	68.88	1	"M"	68.88
105220	106.18	2	"M"	53.09
105221	797.94	4	"F"	199.485
105222	73.5	3	"F"	24.5
105223	63.92	1	"F"	63.92
105224	114.08	2	"M"	57.04
105225	194.08	1	"F"	194.08
105226	119.55	2	"M"	59.775
105227	383.95	3	"M"	127.983333333333
105228	88.91	2	"M"	44.455
105229	289.3	3	"F"	96.4333333333333
105230	111.89	2	"M"	55.945
105231	104.79	1	"F"	104.79
105232	411.99	2	"F"	205.995
105233	50.43	1	"F"	50.43
105234	308.33	2	"M"	154.165
105235	58.69	1	"F"	58.69
105236	204.72	2	"M"	102.36
105237	266.72	3	"M"	88.9066666666667
105238	70.33	2	"M"	35.165
105239	507.43	2	"M"	253.715
105240	70.95244672	2	"M"	35.47622336
105241	160.3	3	"M"	53.4333333333333
105242	159.51	1	"M"	159.51
105243	80.9	1	"F"	80.9
105244	178.15	1	"F"	178.15
105245	34.44	1	"M"	34.44
105246	174.71	2	"M"	87.355
105247	53.69	1	"M"	53.69
105248	151.52	2	"F"	75.76
105249	598.64	2	"M"	299.32
105250	100.34	3	"M"	33.4466666666667
105251	388.73	2	"M"	194.365
105252	124.63	3	"M"	41.5433333333333
105253	30.04	2	"F"	15.02
105254	620.55	6	"F"	103.425
105255	96.04	2	"F"	48.02
105256	370.73	3	"M"	123.576666666667
105257	734.67	5	"M"	146.934
105258	79.26	3	"F"	26.42
105259	281.4	4	"F"	70.35
105260	696.17	3	"F"	232.056666666667
105261	510.35	3	"F"	170.116666666667
105262	79.48	3	"F"	26.4933333333333
105263	331.95	3	"M"	110.65
105264	3290.69	17	"M"	193.57
105265	88.79	1	"F"	88.79
105266	315.64	2	"F"	157.82
105267	84.53128617	1	"M"	84.53128617
105268	241.64	3	"F"	80.5466666666667
105269	245.76	3	"M"	81.92
105270	152.46	2	"F"	76.23
105271	97.14	2	"M"	48.57
105272	185.92	3	"F"	61.9733333333333
105273	181.57	2	"M"	90.785
105274	311.42	2	"F"	155.71
105275	157.48	3	"F"	52.4933333333333
105276	169.87	1	"M"	169.87
105277	142.47	3	"M"	47.49
105278	142.6	3	"M"	47.5333333333333
105279	137.86	2	"F"	68.93
105280	130.27	3	"M"	43.4233333333333
105281	146.73	2	"M"	73.365
105282	55.46039068	2	"M"	27.73019534
105283	253.34	3	"M"	84.4466666666667
105284	114.91	2	"F"	57.455
105285	44.67	1	"F"	44.67
105286	136.97	2	"M"	68.485
105287	124.23	2	"F"	62.115
105288	501	3	"M"	167
105289	172.08	3	"F"	57.36
105290	288.07	3	"F"	96.0233333333333
105291	44.61	2	"F"	22.305
105292	74.89	2	"F"	37.445
105293	120.3	2	"F"	60.15
105294	151.52	3	"F"	50.5066666666667
105295	41.87	2	"F"	20.935
105296	292.15	3	"M"	97.3833333333333
105297	55.95	1	"M"	55.95
105298	1149.62	7	"M"	164.231428571429
105299	218.46	3	"F"	72.82
105300	71.48	2	"F"	35.74
105301	32.08	2	"M"	16.04
105302	84.65362818	2	"M"	42.32681409
105303	88.31	3	"F"	29.4366666666667
105304	88.08	2	"F"	44.04
105305	150.94	1	"M"	150.94
105306	83.15	2	"F"	41.575
105307	34.84	1	"F"	34.84
105308	135.59	2	"F"	67.795
105309	598.5	3	"F"	199.5
105310	82.07	3	"M"	27.3566666666667
105311	56.83	2	"M"	28.415
105312	110.21	3	"F"	36.7366666666667
105313	63.57	2	"F"	31.785
105314	125.66	2	"M"	62.83
105315	1538.13	5	"F"	307.626
105316	103.24	2	"F"	51.62
105317	601.21	3	"M"	200.403333333333
105318	657.67	3	"M"	219.223333333333
105319	89.26	3	"F"	29.7533333333333
105320	215.69	2	"F"	107.845
105321	118.03	3	"M"	39.3433333333333
105322	183.3	2	"F"	91.65
105323	192.89	3	"F"	64.2966666666667
105324	290.63	1	"F"	290.63
105325	39.07	1	"F"	39.07
105326	244.28	1	"M"	244.28
105327	186.09	1	"F"	186.09
105328	86.55	1	"F"	86.55
105329	65.44	3	"F"	21.8133333333333
105330	271.63	3	"F"	90.5433333333333
105331	545.06	4	"F"	136.265
105332	88.32	2	"M"	44.16
105333	147.24	3	"F"	49.08
105334	533.13	5	"F"	106.626
105335	147.14	1	"M"	147.14
105336	114.5	2	"M"	57.25
105337	157.4	2	"F"	78.7
105338	158.44	2	"M"	79.22
105339	105.43	1	"F"	105.43
105340	30.41195623	1	"M"	30.41195623
105341	46.03	2	"M"	23.015
105342	165.4	3	"F"	55.1333333333333
105343	61.37	1	"F"	61.37
105344	133.39	2	"F"	66.695
105345	89.59083324	3	"F"	29.86361108
105346	557.73	2	"M"	278.865
105347	152.99	3	"F"	50.9966666666667
105348	34.12961985	2	"F"	17.064809925
105349	93.31	2	"F"	46.655
105350	47.12	1	"F"	47.12
105351	258.14	1	"M"	258.14
105352	101.69	2	"M"	50.845
105353	492.8	3	"M"	164.266666666667
105354	166.79	2	"M"	83.395
105355	75.28846828	2	"M"	37.64423414
105356	142.52	3	"M"	47.5066666666667
105357	107.42	3	"F"	35.8066666666667
105358	126.24	3	"M"	42.08
105359	608.85	5	"M"	121.77
105360	186.66	1	"F"	186.66
105361	142.95	2	"M"	71.475
105362	88.57	2	"F"	44.285
105363	130.26	1	"F"	130.26
105364	1535.44	6	"F"	255.906666666667
105365	46.85	1	"M"	46.85
105366	277.72	2	"M"	138.86
105367	124.81	3	"F"	41.6033333333333
105368	936.92	5	"M"	187.384
105369	49.01	2	"M"	24.505
105370	238.15	3	"M"	79.3833333333333
105371	226.88	3	"F"	75.6266666666667
105372	262.27	2	"F"	131.135
105373	961.08	6	"F"	160.18
105374	47.24	2	"M"	23.62
105375	239.72	2	"M"	119.86
105376	105.76	2	"F"	52.88
105377	180.48	1	"F"	180.48
105378	74.91	1	"M"	74.91
105379	324.95	4	"F"	81.2375
105380	291.71	3	"F"	97.2366666666667
105381	234.61	4	"F"	58.6525
105382	274.7	3	"F"	91.5666666666667
105383	80.46	3	"M"	26.82
105384	116.18	1	"M"	116.18
105385	272.75	2	"F"	136.375
105386	89.91	3	"M"	29.97
105387	120.71	2	"F"	60.355
105388	104.07	2	"F"	52.035
105389	237.75	3	"F"	79.25
105390	41.69	1	"M"	41.69
105391	42.76	1	"F"	42.76
105392	289.68	4	"M"	72.42
105393	213.31	2	"F"	106.655
105394	178.09	2	"F"	89.045
105395	50.91	2	"F"	25.455
105396	120.11	1	"F"	120.11
105397	69.2333161	1	"F"	69.2333161
105398	197.01	2	"M"	98.505
105399	663.81	4	"M"	165.9525
105400	639.19	3	"F"	213.063333333333
105401	415.14	3	"M"	138.38
105402	146.98	2	"F"	73.49
105403	125.04	2	"F"	62.52
105404	186.5	3	"M"	62.1666666666667
105405	50.37	3	"M"	16.79
105406	43.2	1	"F"	43.2
105407	69.32	1	"F"	69.32
105408	209.12	2	"F"	104.56
105409	97.63	2	"F"	48.815
105410	42.53	2	"F"	21.265
105411	163.82	1	"M"	163.82
105412	365.01	1	"F"	365.01
105413	407.54	3	"M"	135.846666666667
105414	129.21	3	"F"	43.07
105415	550.68	4	"M"	137.67
105416	156.84	2	"M"	78.42
105417	79.34	2	"F"	39.67
105418	472.76	2	"F"	236.38
105419	131.93	2	"F"	65.965
105420	129.78	1	"F"	129.78
105421	120.45	3	"M"	40.15
105422	182.66	2	"F"	91.33
105423	559.28	5	"M"	111.856
105424	316.22	3	"F"	105.406666666667
105425	326.73	1	"M"	326.73
105426	286.51	3	"F"	95.5033333333333
105427	94.84	2	"F"	47.42
105428	505.73	4	"F"	126.4325
105429	392.44	2	"F"	196.22
105430	1008.8	5	"F"	201.76
105431	102.75	2	"M"	51.375
105432	211.01	3	"M"	70.3366666666667
105433	296.55	2	"M"	148.275
105434	87.16	2	"F"	43.58
105435	583.77	3	"F"	194.59
105436	209.89	1	"F"	209.89
105437	1125.99	9	"F"	125.11
105438	436.17	3	"F"	145.39
105439	811.27	3	"M"	270.423333333333
105440	183.1	3	"F"	61.0333333333333
105441	574.4	3	"M"	191.466666666667
105442	67.91	3	"F"	22.6366666666667
105443	37.61	2	"F"	18.805
105444	122.47	2	"F"	61.235
105445	166.91	1	"F"	166.91
105446	40.81314228	1	"M"	40.81314228
105447	42.98	2	"F"	21.49
105448	426.45	3	"M"	142.15
105449	86.69	1	"F"	86.69
105450	62.11	1	"M"	62.11
105451	163.62	2	"M"	81.81
105452	333.87	3	"M"	111.29
105453	66.23	2	"M"	33.115
105454	103.27	3	"M"	34.4233333333333
105455	252.37	2	"F"	126.185
105456	226.49	1	"F"	226.49
105457	82.62	2	"F"	41.31
105458	125.19	2	"M"	62.595
105459	91.69	1	"M"	91.69
105460	33.01	1	"M"	33.01
105461	48.85	1	"F"	48.85
105462	69.62	3	"F"	23.2066666666667
105463	49.63	2	"M"	24.815
105464	135	2	"F"	67.5
105465	111.87	3	"F"	37.29
105466	82.97	1	"F"	82.97
105467	41.78	2	"M"	20.89
105468	378.67	4	"M"	94.6675
105469	123.63	2	"F"	61.815
105470	83.43390201	2	"F"	41.716951005
105471	103.44	3	"M"	34.48
105472	76.75670087	2	"F"	38.378350435
105473	108.87	3	"M"	36.29
105474	38.69	2	"F"	19.345
105475	90.94079125	1	"F"	90.94079125
105476	87.19	2	"F"	43.595
105477	84.18	1	"F"	84.18
105478	943.7	3	"F"	314.566666666667
105479	108.2	1	"F"	108.2
105480	171.08	2	"M"	85.54
105481	38.33	2	"M"	19.165
105482	860.93	6	"M"	143.488333333333
105483	688.73	5	"M"	137.746
105484	57.2	2	"M"	28.6
105485	79.27	1	"F"	79.27
105486	642.16	4	"F"	160.54
105487	401.25	3	"F"	133.75
105488	106.02	3	"F"	35.34
105489	112.99	1	"F"	112.99
105490	146.65	2	"F"	73.325
105491	37.16	1	"M"	37.16
105492	223.63	2	"F"	111.815
105493	1228.16	5	"F"	245.632
105494	65.67	3	"F"	21.89
105495	158.44	3	"F"	52.8133333333333
105496	231.46	2	"F"	115.73
105497	1375.52	5	"M"	275.104
105498	742.44	4	"M"	185.61
105499	80	2	"M"	40
105500	109.16	1	"M"	109.16
105501	72.63	2	"M"	36.315
105502	1042.28	9	"F"	115.808888888889
105503	223.6	4	"M"	55.9
105504	74.27	3	"M"	24.7566666666667
105505	125.2	2	"F"	62.6
105506	137.28	2	"M"	68.64
105507	68.81501826	2	"M"	34.40750913
105508	759.59	4	"F"	189.8975
105509	733.57	5	"M"	146.714
105510	253.84	2	"M"	126.92
105511	206.87	3	"F"	68.9566666666667
105512	281.2	3	"F"	93.7333333333333
105513	242.38	1	"M"	242.38
105514	40.95	2	"F"	20.475
105515	35.12	2	"M"	17.56
105516	71.1	1	"F"	71.1
105517	47.11	1	"F"	47.11
105518	535.14	3	"F"	178.38
105519	150.15	2	"M"	75.075
105520	85.66	1	"M"	85.66
105521	143.46	2	"M"	71.73
105522	160.39	3	"M"	53.4633333333333
105523	169.95	1	"M"	169.95
105524	349.3	1	"M"	349.3
105525	570.93	2	"F"	285.465
105526	100.67	3	"F"	33.5566666666667
105527	84.58669121	1	"M"	84.58669121
105528	1492.72	5	"F"	298.544
105529	288.08	2	"M"	144.04
105530	203.48	1	"M"	203.48
105531	96.92	2	"M"	48.46
105532	61.46	2	"M"	30.73
105533	181.4	2	"M"	90.7
105534	56.45	2	"F"	28.225
105535	184.96	2	"F"	92.48
105536	274.33	2	"M"	137.165
105537	285.24	1	"M"	285.24
105538	40.81	1	"M"	40.81
105539	271.6	4	"F"	67.9
105540	247.2	1	"F"	247.2
105541	389.12	2	"M"	194.56
105542	163.54	2	"F"	81.77
105543	199.75	2	"M"	99.875
105544	85.23	3	"F"	28.41
105545	55.19	2	"M"	27.595
105546	111.39	3	"F"	37.13
105547	115.68	3	"F"	38.56
105548	93.01	3	"M"	31.0033333333333
105549	77.75	3	"F"	25.9166666666667
105550	128.92	2	"M"	64.46
105551	179.24	2	"M"	89.62
105552	79.38	3	"F"	26.46
105553	197.73	1	"M"	197.73
105554	1026.47	9	"F"	114.052222222222
105555	84.65	3	"F"	28.2166666666667
105556	83.84	2	"F"	41.92
105557	293.01	2	"M"	146.505
105558	245.57	2	"F"	122.785
105559	155.25	1	"M"	155.25
105560	160.57	2	"F"	80.285
105561	108.73	2	"F"	54.365
105562	62.49	1	"M"	62.49
105563	244.76	3	"M"	81.5866666666667
105564	216.64	3	"M"	72.2133333333333
105565	104.38	3	"F"	34.7933333333333
105566	96.42	1	"F"	96.42
105567	51.67	1	"F"	51.67
105568	88.84	1	"F"	88.84
105569	65.91847807	2	"F"	32.959239035
105570	118.71	2	"M"	59.355
105571	105.4	1	"M"	105.4
105572	87.26	1	"F"	87.26
105573	252.31	2	"M"	126.155
105574	101	1	"M"	101
105575	257.98	4	"F"	64.495
105576	176.52	2	"F"	88.26
105577	280.25	4	"F"	70.0625
105578	243.71	4	"F"	60.9275
105579	78.49	2	"M"	39.245
105580	76.3	1	"M"	76.3
105581	358.94	4	"F"	89.735
105582	88.78	2	"F"	44.39
105583	235.4	2	"M"	117.7
105584	276.55	2	"M"	138.275
105585	76.35	3	"F"	25.45
105586	321.94	3	"M"	107.313333333333
105587	219.55	3	"F"	73.1833333333333
105588	642.15	5	"F"	128.43
105589	213.76	3	"F"	71.2533333333333
105590	134.61	2	"F"	67.305
105591	63.79	3	"M"	21.2633333333333
105592	97.25	2	"F"	48.625
105593	287.23	1	"F"	287.23
105594	94.32	2	"M"	47.16
105595	238.29	3	"M"	79.43
105596	426.2	2	"M"	213.1
105597	189.9	2	"M"	94.95
105598	198.61	3	"F"	66.2033333333333
105599	272.14	3	"M"	90.7133333333333
105600	489.3	1	"M"	489.3
105601	440.75	1	"M"	440.75
105602	194.92	2	"F"	97.46
105603	33.66	1	"M"	33.66
105604	103.69	2	"F"	51.845
105605	134.18	1	"F"	134.18
105606	384.6	3	"F"	128.2
105607	45.56	1	"F"	45.56
105608	42.52	1	"F"	42.52
105609	96.98869642	2	"F"	48.49434821
105610	372.45	1	"F"	372.45
105611	120.52	2	"F"	60.26
105612	53.97	1	"F"	53.97
105613	368.1	3	"M"	122.7
105614	58.68797457	2	"M"	29.343987285
105615	387.8	3	"F"	129.266666666667
105616	530.45	2	"F"	265.225
105617	75.14030029	2	"F"	37.570150145
105618	212.18	3	"F"	70.7266666666667
105619	506.39	2	"F"	253.195
105620	799.43	4	"F"	199.8575
105621	389.21	2	"M"	194.605
105622	68.43	2	"F"	34.215
105623	137.08	2	"F"	68.54
105624	176.28	1	"F"	176.28
105625	207.98	4	"F"	51.995
105626	279.16	3	"F"	93.0533333333333
105627	52.54861503	1	"M"	52.54861503
105628	78.53	1	"F"	78.53
105629	219.85	2	"M"	109.925
105630	401.06	2	"M"	200.53
105631	47.71	1	"F"	47.71
105632	74.03	2	"F"	37.015
105633	257.38	2	"M"	128.69
105634	63.4	2	"M"	31.7
105635	122.96	2	"F"	61.48
105636	338.8	2	"F"	169.4
105637	43.25	2	"M"	21.625
105638	69.02242955	1	"F"	69.02242955
105639	170.08	3	"M"	56.6933333333333
105640	54.46	2	"F"	27.23
105641	95.09451776	3	"F"	31.6981725866667
105642	62.41	3	"F"	20.8033333333333
105643	96.4	3	"F"	32.1333333333333
105644	112.73	1	"M"	112.73
105645	354.56	3	"F"	118.186666666667
105646	127.71	2	"M"	63.855
105647	93.81	1	"M"	93.81
105648	666.15	6	"M"	111.025
105649	507.5	3	"M"	169.166666666667
105650	105.61	1	"M"	105.61
105651	281.54	3	"M"	93.8466666666667
105652	156.27	1	"M"	156.27
105653	80.09281313	3	"F"	26.6976043766667
105654	92.97	2	"F"	46.485
105655	98.37241935	3	"F"	32.79080645
105656	194.22	1	"M"	194.22
105657	83.93	2	"F"	41.965
105658	141.6	1	"F"	141.6
105659	158.67	2	"F"	79.335
105660	39.86892992	2	"F"	19.93446496
105661	167.69	2	"F"	83.845
105662	122.64	1	"M"	122.64
105663	41.32	2	"M"	20.66
105664	234.86	2	"F"	117.43
105665	64.01	1	"F"	64.01
105666	177.9	2	"F"	88.95
105667	215.66	3	"M"	71.8866666666667
105668	130.26	2	"F"	65.13
105669	470.76	2	"F"	235.38
105670	867.79	5	"F"	173.558
105671	103.89	1	"M"	103.89
105672	38.23	1	"M"	38.23
105673	371.49	2	"M"	185.745
105674	240.17	3	"F"	80.0566666666667
105675	61.72	3	"M"	20.5733333333333
105676	46.69	2	"M"	23.345
105677	58.23	3	"M"	19.41
105678	256.12	3	"M"	85.3733333333333
105679	71.93	1	"F"	71.93
105680	86.76	2	"F"	43.38
105681	63.25	3	"F"	21.0833333333333
105682	130.26	2	"M"	65.13
105683	51.68043825	1	"F"	51.68043825
105684	432.37	4	"M"	108.0925
105685	47.07	1	"M"	47.07
105686	266.15	2	"F"	133.075
105687	190.21	2	"M"	95.105
105688	33.43	2	"M"	16.715
105689	145.43	2	"M"	72.715
105690	32.17	1	"M"	32.17
105691	168.15	3	"M"	56.05
105692	65.27	1	"M"	65.27
105693	168.5	1	"M"	168.5
105694	281.54	3	"M"	93.8466666666667
105695	385.18	1	"M"	385.18
105696	109.37	3	"M"	36.4566666666667
105697	66.56	2	"M"	33.28
105698	58.72	2	"F"	29.36
105699	146.49	2	"F"	73.245
105700	118.74	2	"F"	59.37
105701	334.75	1	"F"	334.75
105702	148.42	2	"F"	74.21
105703	31.23	2	"M"	15.615
105704	143.18	2	"M"	71.59
105705	70.45	3	"F"	23.4833333333333
105706	57.29	3	"M"	19.0966666666667
105707	381.39	2	"F"	190.695
105708	217.71	2	"M"	108.855
105709	394.64	3	"F"	131.546666666667
105710	211.13	4	"M"	52.7825
105711	169.81	1	"M"	169.81
105712	58.6292873	3	"M"	19.5430957666667
105713	232.67	4	"F"	58.1675
105714	93.88	3	"M"	31.2933333333333
105715	2420.36	16	"F"	151.2725
105716	374.25	3	"F"	124.75
105717	122.59	3	"M"	40.8633333333333
105718	802.43	6	"M"	133.738333333333
105719	105.27	2	"F"	52.635
