,exercise_text,逻辑,集合,集合概念
604,设有两个命题关于的不等式的解集是函数是减函数如果这两个命题中有且只有一个真命题则实数的取值范围是答案解析试题分析为真时为真时所以两个命题有且只有一个是真命题时或考点命题真假的判断,0,1,1
605,下列命题至少有一个使成立对任意的都有成立对任意的都有不成立存在使成立其中是全称命题的有个个个个答案解析试题分析和中用的是存在量词至少有一个存在属特称命题和用的是全程量词任意的属全程命题所以正确考点全程命题特称命题,0,1,1
606,已知命题命题若命题是真命题则实数的取值范围是或或答案解析试题分析命题为真命题时要使只需因为所以所以所以命题为真命题时即有实数根所以解得因为是真命题所以均为真命题取交集得或故正确考点命题及不等式,0,1,1
607,下列四个条件中是的必要不充分条件的是为双曲线答案解析试题分析特殊值法当时不能推出当不能推出所以是既不充分也不必要条件故不正确在选项中因为在上是增函数是的充要条件故也不正确在选项中能推出但是当时不是双曲线所以是的充分不必要条件当时不能推出但能推出所以是的必要不充分条件故正确考点充分条件必要条件,0,1,1
608,设有两个命题关于的不等式的解集是函数是减函数如果这两个命题中有且只有一个是真命题则实数的取值范围是答案解析试题分析为真时为真时所以两个命题有且只有一个是真命题时或考点命题真假的判断,0,1,1
609,设命题实数满足其中命题实数满足且的必要不充分条件求实数的取值范围答案解析试题分析分别解出两个不等式根据互为逆否命题的两个命题同真假得出是的必要不充分条件从而得出对应的集合是对应集合的真子集根据画数轴可分析写出不等式从而求解试题解析将变形为因为所以解得令解得令因为的必要不充分条件所以是的必要不充分条件所以所以又因为所以考点集合命题与充分必要条件,0,1,1
610,已知集合则满足的集合个数是答案解析试题分析所以即其中易知集合有个子集即有种可能从而集合个数是个考点集合的基本运算,0,1,1
611,是直线与直线平行的充分不必要条件必要不充分条件充要条件既不充分也不必要条件答案解析试题分析直线易知其斜率为直线若则其斜率为当时所以两直线平行此外当时两直线也平行故可推出直线与直线平行但直线与直线平行不一定能推出所以是直线与直线平行的充分不必要条件考点充分条件与必要条件直线平行的判定,0,1,1
612,已知集合则满足的集合个数是答案解析试题分析所以即其中易知集合有个子集即有种可能从而集合个数是个考点集合的基本运算,0,1,1
613,是直线与直线平行的充分不必要条件必要不充分条件充要条件既不充分也不必要条件答案解析试题分析直线易知其斜率为直线若则其斜率为当时所以两直线平行此外当时两直线也平行故可推出直线与直线平行但直线与直线平行不一定能推出所以是直线与直线平行的充分不必要条件考点充分条件与必要条件直线平行的判定,0,1,1
614,设集合则答案解析试题分析考点集合的运算,0,1,1
615,关于函数有下列命题函数的图像关于轴对称在区间上函数是减函数函数的最小值为在区间上函数是增函数其中是真命题的序号为答案解析试题分析函数显然即函数为偶函数图象关于轴对称故正确当时令则可知当时单调递减当时单调递增即在处取到最小值为由偶函数的图象关于轴对称及复合函数的单调性可知错误正确正确故答案为考点命题的真假判断,0,1,1
616,下列说法命题存在的否定是对任意的关于的不等式恒成立则的取值范围是函数为奇函数的充要条件是其中正确的个数是答案解析试题分析对于据含逻辑连接词的命题否定形式存在变为任意结论否定故对对于令则令根据其图象可知当时为递增的当时为递减的恒成立时只要小于的最小值即可故对对于当时虽然有但不是奇函数故错故选考点命题的真假判断,0,1,1
617,记实数中的最大数为最小数为已知的三边边长为定义它的倾斜度为则是为等边三角形的填充分不必要条件必要不充分条件充要条件既不充分也不必要条件答案必要不充分条件解析试题分析若为等边三角形时即则则若为等腰三角形如时则此时仍成立但不为等边三角形所以是为等边三角形的必要而不充分的条件考点充要条件的判断,0,1,1
618,已知集合集合集合满足求实数的值答案解析试题分析求实数的值首先求出集合得因为故得将代入方程求出的值注意求出的的值须代入原式中验证看是否符合题意把不符合题意的舍去试题解析有条件即可得由可知将代入集合的条件得故或当时符合已知条件当时不符合已知条件综上得考点集合的运算,0,1,1
619,已知条件条件若条件是条件的充分条件求实数的取值范围答案解析试题分析将集合变形为讨论两个根的大小在得出集合根据条件是条件的充分条件得出可在草稿纸上画数轴分析问题再列出不等式求解试题解析将变形为当即时当即时因为条件是条件的充分条件所以则有考点集合的关系及分类讨论思想,0,1,1
620,命题则是答案解析试题分析全称命题的否定是特称命题考点含有一个量词的命题的否定,0,1,1
621,已知命题则为真是为真的充分不必要条件必要不充分条件充要条件既不充分也不必要条件答案解析试题分析为真则命题全为真命题而为真则中至少有一个为真所以为真是为真的充分不必要条件考点复合命题的真假判断充要条件,0,1,1
622,下列命题中真命题是是的充要条件命题的否定是真命题答案解析试题分析因为的值恒大于零所以选项不正确由可得所以充分性成立但是不能推出所以必要性不成立即选项不正确由可得或又有可得所以所以选项不正确由命题的否定是使得当时成立所以正确故选考点命题的否定特称命题和全称命题集合的概念充要条件,0,1,1
623,已知集合则的充要条件是答案解析试题分析由题意的充要条件是所以所以解得故选本小题考查的是充要条件的问题因为两个集合的交集为空集这两个集合是以不等式的形式出现的所以这两个集合没有公共部分即可得结论考点充分必要条件集合的交集,0,1,1
624,若则答案解析试题分析由于则集合的元素为所以本小题主要就是考查集合的描述法的表示形式是集合中的元素所以可以求出集合中的所有元素易错点是集合的确定考点集合的描述法的表示集合的交集的概念,0,1,1
625,若集合且则实数的可取值组成的集合是答案解析试题分析由集合可得或因为集合的解集为又因为所以一种集合为空集则另外集合不为空集则或综上得可能取到的值为故选本题的关键是可以是空集要注意考点集合的知识子集的概念,0,1,1
626,设若求的值若求的值答案或解析试题分析由解出集合又因为可得所以分两类为空集其一集合则只需二次方程的判别式小于零即可其二集合不是空集则至少存在集合中的一个元素或通过列举分类以及带入验证即可求得的值因为由于一个二次方程至多两个实数根所以集合与集合相等所以两个方程要相同所以可得试题解析由已知得若则解得当时当时若则解得或当时若则解得由得或至多有两个元素由知考点集合的运算交集并集二次方程的求解分类讨论问题,0,1,1
627,已知全集则是答案解析试题分析由已知可得所以故正确答案为考点集合的补集交集,0,1,1
628,已知为全集集合则下列各式中不成立的是答案解析试题分析由已知得集合是集合的子集所以选项均正确而选项不成立故正确答案为考点集合的运算,0,1,1
629,设全集或则实数的取值范围是答案解析试题分析由题意得由又因为即集合为非空集合所以有解得故正确答案为考点集合的运算,0,1,1
630,设集合则使成立的的值是或答案解析试题分析由于集合中的元素互不相同所以又因为所以考点集合的特征及集合的基本运算,0,1,1
631,下列说法中正确的是是必要条件命题的否定是使函数是奇函数设是简单命题若是真命题则也是真命题答案解析试题分析应该是充分条件故错全称命题的否定为所以命题的否定是正确不论为何值函数都不可能是奇函数故错若是真命题那么中有可能一真一假这样是假命题所以错考点逻辑与命题,0,1,1
632,设集合则使成立的的值是或答案解析试题分析由于集合中的元素互不相同所以又因为所以考点集合的特征及集合的基本运算,0,1,1
633,下列说法中正确的是是必要条件命题的否定是使函数是奇函数设是简单命题若是真命题则也是真命题答案解析试题分析应该是充分条件故错全称命题的否定为所以命题的否定是正确不论为何值函数都不可能是奇函数故错若是真命题那么中有可能一真一假这样是假命题所以错考点逻辑与命题,0,1,1
634,设不等式的解集为函数的定义域为则为答案解析试题分析故选考点二次不等式的解法函数的定义域对数的真数大于绝对值不等式的解法集合的运算,0,1,1
635,已知全集集合则等于答案解析试题分析因为集合所以故选择考点集合的运算并集补集,0,1,1
636,设则是的充分不必要条件必要不充分条件充要条件既不充分也不必要条件答案解析试题分析不等式的解集为所以是成立的充分不必要条件选考点一元二次不等式的解集充要条件的判断,0,1,1
637,已知平面向量且则答案解析试题分析解得考点向量共线的充要条件是,0,1,1
638,已知全体实数集集合若时求设求实数的取值范围答案解析试题分析集合的运算要先确定集合中的元素时则并集就是两集合的所有元素组成要注意几何元素的互异性即集合中的元素都在集合中所以试题解析当时则故若则考点集合的运算集合见得关系集合中元素的确定性,0,1,1
639,已知为集合的非空真子集且不相等若则答案解析试题分析因为所以故选考点集合的关系集合的运算,0,1,1
640,不等式解集为若则实数等于答案解析试题分析当时考点集合的交集补集运算含参一元二次不等式,0,1,1
641,已知命题命题则下列命题中为真命题的是答案解析试题分析由函数图象可知命题为假命题命题真命题所以为真命题考点函数图像命题真假的判断逻辑连结词,0,1,1
642,已知则等于答案解析试题分析先化简两个集合再由交集的定义根据所得的集合求两个集合的交集由题意考点本题考查交集及其运算求解的关键是正确理解交集的定义以及对两个集合进行化简,0,1,1
643,图中阴影部分所表示的集合是答案解析试题分析本题难度适中考查学生对基础知识的掌握情况元素在集合与并的补集中故选考点韦恩图示法集合的交并补集的关系,0,1,1
644,已知集合集合若求集合若求实数的取值范围答案的取值范围为解析试题解析时先确定中的元素求出的补集可求说明的元素都在中或者为空集因为空集是任何集合的子集分两种情况讨论可求得值试题分析当当时满足有即当时满足则有综上的取值范围为考点集合的运算交集补集集合间的关系子集关系空集是任何集合的子集,0,1,1
645,设集合则答案解析试题分析根据并集的定义可知考点集合的运算,0,1,1
646,已知集合请用列举法表示集合求并写出集合的所有子集答案详见解析解析试题分析本题属容易题根据集合有关概念即可得出在第二问找子集时容易丢掉空集需多加注意试题解析分集合中元素且所以分集合的所有子集为分考点集合运算,0,1,1
647,设全集集合则等于答案解析试题分析由已知得或所以考点分是不等式和指数不等式解法集合的运算,0,1,1
648,设全集集合则等于答案解析试题分析由已知得或所以考点分是不等式和指数不等式解法集合的运算,0,1,1
649,已知集合则答案解析试题分析集合的交集是由两个集合的公共元素组成的考点集合的交集,0,1,1
650,设集合则答案解析试题分析集合所以考点集合的运算,0,1,1
651,设集合则满足条件的集合的个数是答案解析试题分析由得这样的集合共有个考点集合的性质及运算,0,1,1
652,等比数列中公比是数列单调递增的充分不必要条件必要不充分条件充要条件既不充分也不必要条件答案解析试题分析时递减时递增考点充要条件,0,1,1
653,已知为实数命题甲命题乙则甲是乙的条件充分不必要必要不充分充要非充分非必要答案解析试题分析根据充要条件的定义由命题甲成立时可以为正因此命题乙不一定成立但当命题乙成立时一定有这时不等式一定成立故选考点充分必要条件,0,1,1
654,已知集合集合求集合若求实数的取值范围答案解析试题分析求集合要认清这个集合的代表元是什么这个代表元具有什么性质也即这人集合实质是什么象本题中集合实质就是不等式的解集故我们只要解这个不等式即可当然分式不等式的解法是移项把不等式的右边变为左边变成若干因式的积或商再转化为整式不等式还要注意的转化时要注意等价转化主要是原分式不等式中分母不能为条件说明不需要求出而是利用集合的关系解决问题试题解析解由得分所以分分分由得分所以或所以的范围为分考点分式不等式子集的性质,0,1,1
655,已知命题为命题为则命题成立是命题成立的充分非必要条件必要非充分条件充要条件非充分非必要条件答案解析试题分析命题变形为即命题是这时我们联想到可用三角函数线证明命题时当然时也是成立的故命题和命题是等价的故选考点充要条件,0,1,1
656,已知集合集合求集合若求实数的取值范围答案解析试题分析求集合要认清这个集合的代表元是什么这个代表元具有什么性质也即这人集合实质是什么象本题中集合实质就是不等式的解集故我们只要解这个不等式即可当然分式不等式的解法是移项把不等式的右边变为左边变成若干因式的积或商再转化为整式不等式还要注意的转化时要注意等价转化主要是原分式不等式中分母不能为条件说明不需要求出而是利用集合的关系解决问题试题解析解由得分所以分分分由得分所以或所以的范围为分考点分式不等式子集的性质,0,1,1
657,不等式解集为若则等于答案解析试题分析当时考点集合的交集补集运算含参一元二次不等式,0,1,1
658,已知直线平面直线平面则是的充分不必要条件必要不充分条件充分必要条件既不充分又不必要条件答案解析试题分析直线平面直线平面直线平面是的充分不必要条件考点充分必要条件线面垂直的判定线线垂直的判定,0,1,1
659,已知命题命题则下列命题为真命题的是答案解析试题分析根据指数函数图象可知命题为真命题而很据和的图像可知命题为假命题所以为真命题考点函数图像简单的命题的运算,0,1,1
660,命题若则的逆否命题是若则若则若或则若或则答案解析试题分析由逆否命题的变换可知命题若则的逆否命题是若或则故选考点四种命题,0,1,1
661,已知函数的定义域为函数的定义域为则答案解析试题分析由题意可得所以故选本题考查对数函数的定义域和分式函数的定义域以及集合的交集知识点考点含对数的定义域分式的定义域集合的交集,0,1,1
662,已知命题则是答案解析试题分析依题意得特称命题的否定改为全称命题即故选命题的否定的是对结论的否定含所有特称量词与全称量词的要互换考点命题的否定特称命题改为全称命题,0,1,1
663,已知全集非空集合当时求命题命题若是的必要条件求实数的取值范围答案或解析试题分析由集合可得当时集合可得所以由此可得结论因为是的必要条件所以即即可得答案本题考查的是集合的运算综合了命题的充要性本等是的解法是解题的关键易错点是第二小题的不能用第一小题的值带试题解析当时或所以由若是的必要充分条件即可知由所以解得或考点不等式的解法集合的运算命题的充要条件,0,1,1
664,已知命题则是答案解析试题分析命题的否定是对结论的否定带有特称量词的的否定要改为全称命题即则是所以选考点命题的否定知识特称命题的否定改为全称命题,0,1,1
665,已知全集集合则答案解析试题分析因为所以全集为所以即所以所以故选本小题涉及对数函数指数函数的性质集合的补集的知识点考点含指数的不等式含指数的不等式集合的补集交集运算,0,1,1
666,钱大姐常说便宜没好货她这句话的意思是不便宜是好货的充分条件必要条件充分必要条件既非充分也非必要条件答案解析试题分析依题意得便宜没好货的逆否命题是好货不便宜所以不便宜是好货的充要条件故选本小题是通过实际生活的背景来考查充要条件的知识点考点充要条件的知识点实际生活的应用,0,1,1
667,已知命题命题若命题是真命题则实数的取值范围是答案解析试题分析若是真命题则若是真命题则所以所以故选本小题考查命题的相关知识含特称和全称的命题的运算涉及对数函数函数和二次函数的知识考点特称命题和全称命题命题的否定命题的交集的运算,0,1,1
668,对于集合定义函数对于两个集合定义集合已知写出与的值用列举法写出集合答案解析试题分析由定义又因为由所以因为所以因为即所以符合题意的有两种情况在集合中当不在集合中另一种是不在集合中但在集合中由所以或都不符合题意所以分别在两个集合中符合题意故本题的解题关键是理解分段函数的含义试题解析考点分段函数集合定义新定义式子含义,0,1,1
669,已知条件条件则是的充分不必要条件必要不充分条件充分必要条件既不充分也不必要条件答案解析试题分析若则当时但是所以是的充分不必要条件考点充要条件,0,1,1
670,已知集合则答案解析试题分析由可得则又由可得则所以考点集合的运算,0,1,1
671,设若则实数答案解析试题分析由可得即是方程的根则可解得考点集合的运算,0,1,1
672,是的充分非必要条件必要非充分条件充分必要条件既非充分又非必要条件答案解析试题分析由可解得则可推出反之不能推出则是的必要非充分条件即选考点三角函数的图象充分必要条件的判定,0,1,1
673,记函数的定义域为的定义域为若求实数的取值范围答案解析试题分析根据偶次根号下被开方数非负即可解得即集合又由对数的真数为正即即集合再由题中结合数轴可得出的要求进而求出的范围试题解析由得解得由得即考点函数的定义域集合的运算,0,1,1
674,已知全集集合则答案解析试题分析由得所以考点集合的基本运算对数不等式,0,1,1
675,已知命题命题若则下列命题是真命题的是答案解析试题分析为真命题为假命题所以是真命题从而为真命题考点逻辑与命题,0,1,1
676,已知函数的定义域为集合则答案解析试题分析所以选考点函数的定义域及解不等式集合的基本运算,0,1,1
677,下列判断正确的是若命题为真命题命题为假命题则命题为真命题命题若则的否命题为若则是的充分不必要条件命题的否定是答案解析试题分析对命题为真命题命题为假命题则命题为假命题命题若则的否命题为若则是的必要不充分条件全称命题的否定为故正确选考点逻辑与命题,0,1,1
678,设集合则等于答案解析试题分析故选考点一元二次方程的求解集合的并集运算,0,1,1
679,若集合满足则不可能是答案解析试题分析且选项中不合乎题意故选考点集合的交集运算,0,1,1
680,设集合则答案解析试题分析因为所以选考点集合的运算简单不等式解法,0,1,1
681,设且则函数在上是增函数是函数在上是增函数的充分不必要条件必要不充分条件充要条件既不充分也不必要条件答案解析试题分析函数在上是增函数即但当时函数在上不是增函数函数在上是增函数时可有此时函数在上不是增函数选考点充要条件指数函数幂函数的性质,0,1,1
682,若集合则答案解析试题分析因为所以考点不等式的解法集合的交集,0,1,1
683,若和都是定义在上的函数则与同是奇函数或偶函数是是偶函数的充分非必要条件必要非充分条件充要条件既非充分又非必要条件答案解析试题分析显然当与同是奇函数或偶函数可以得出是偶函数而当是偶函数时不妨令此时为偶函数为偶函数为奇函数故与同是奇函数或偶函数是是偶函数的充分非必要条件答案选考点导数的几何意义,0,1,1
684,若集合则答案解析试题分析因为所以考点不等式的解法集合的交集,0,1,1
685,若和都是定义在上的函数则与同是奇函数或偶函数是是偶函数的充分非必要条件必要非充分条件充要条件既非充分又非必要条件答案解析试题分析显然当与同是奇函数或偶函数可以得出是偶函数而当是偶函数时不妨令此时为偶函数为偶函数为奇函数故与同是奇函数或偶函数是是偶函数的充分非必要条件答案选考点导数的几何意义,0,1,1
686,已知全集那么答案解析试题分析这是基本题型考查集合的运算即的补集由全集中不属于的元素所组成两个集合的并集简单地讲就是把两个集合的元素合在一起相同的只写一个即可考点集合的运算,0,1,1
687,集合若则实数的取值范围是答案解析试题分析先把集合化简由得中最大值不大于即考点子集的定义,0,1,1
688,命题命题关于的方程有实数解则是的必要不充分条件充分不必要条件充要条件既不充分也不必要条件答案解析试题分析这个问题实质就是证明和的正确与否命题关于的方程有实数解其等价于因此正确错误选考点充要条件,0,1,1
689,由命题是假命题求得实数的取值范围是则实数的值是答案解析试题分析根据题意可得是真命题则即故考点命题的真假三个二次的关系,0,1,1
690,已知集合则答案解析试题分析集合的元素都是函数的值域这是我们在解与集合有关问题时一定要弄清的东西一个集合元素是什么代表元是什么而集合的交集就是由两个集合的公共元素所组成的集合考点集合的交集,0,1,1
691,已知集合若则实数的取值范围是答案解析试题分析由于集合中的而所以选考点集合的基本运算,0,1,1
692,已知命题命题则下列命题中真命题是答案解析试题分析时为假命题结合图象可知为真命题所以为真命题考点特称命题与全称命题,0,1,1
693,已知集合若则实数的取值范围是答案解析试题分析由于集合中的而所以选考点集合的基本运算,0,1,1
694,已知命题命题则下列命题中真命题是答案解析试题分析时为假命题结合图象可知为真命题所以为真命题考点特称命题与全称命题,0,1,1
695,设全集则图中阴影部分表示的集合为答案解析试题分析因为图中阴影部分表示的集合为所以图中阴影部分表示的集合为选考点集合的运算,0,1,1
696,命题函数既有极大值又有极小值命题直线与圆有公共点若命题或为真且命题且为假试求实数的取值范围答案解析试题分析通过讨论命题为真时得到或通过讨论命题为真时得到由命题或为真且命题且为假知必一真一假所以分真假假真得到实数的取值范围试题解析命题为真时必有有两个不同的解即即或分命题为真时圆心到直线的距离不大于半径即解得分由命题或为真且命题且为假知必一真一假若真假则实数的取值范围是或或或若假真则实数的取值范围是综上知实数的取值范围是分考点简单逻辑联结词真值表应用导数研究函数的极值直线与圆的位置关系,0,1,1
697,已知全集则答案解析试题分析因为所以故选考点集合的运算,0,1,1
698,设集合则答案解析试题分析因为所以选考点集合的运算简单不等式解法,0,1,1
699,设且则函数在上是增函数是函数在上是增函数的充分不必要条件必要不充分条件充要条件既不充分也不必要条件答案解析试题分析由函数在上是增函数可知所以函数在上是增函数反之函数在上是增函数可知函数在上不一定是增函数即函数在上是增函数是函数在上是增函数的充分不必要条件选考点充要条件指数函数幂函数的性质,0,1,1
700,已知全集集合集合则集合的子集数为答案解析试题分析它有个子集故选考点集合的运算有限集合的子集的个数,0,1,1
701,已知命题任意则为存在存在任意任意答案解析试题分析已知命题任意为全称命题它的否定应为存在故选考点全称命题的否定为特称命题,0,1,1
702,集合若则实数的值为或或答案解析试题分析由集合若所以或即可得或故选本小题主要是通过集合的知识进行分类由于集合中的常元素都不想等所以要保证交集不为空集只有以上的两种情况考点集合的概念集合的运算分类的思想,0,1,1
703,是的充分不必要条件既不充分也不必要条件充要条件必要不充分条件答案解析试题分析由可得其中的值可以是正数也可以是负数或零所以不能推出但是由可得由可得成立所以是的必要不充分条件故选考点指数的单调性对数的单调性充分必要条件的知识,0,1,1
704,设全答案解析试题分析又因为所以故选本小题主要考查集合的交集补集全集的概念集合的运算本题属于较基础的知识点考点集合的交集集合的补集,0,1,1
705,向量则是的充分但不必要条件必要但不充分条件充要条件既不充分也不必要条件答案解析试题分析因为由可得所以是的充分不必要条件故选本题主要考查向量的坐标形式平行的应用平行公式的应用对比区分两个向量的垂直的公式这是本题的一个关键点考点向量的坐标形式的平行公式充分必要条件,0,1,1
706,对于任意两个正整数定义某种运算如下当都为正偶数或正奇数时当中一个为正偶数另一个为正奇数时则在此定义下集合中的元素个数是个个个个答案解析试题分析由于两个正整数定义某种运算如下当都为正偶数或正奇数时当中一个为正偶数另一个为正奇数时所以中当都为偶数时有共个元素当都是奇数时有共有个元素当为一奇一偶时有综上共有个元素考点新定义的问题因数分解集合的含义,0,1,1
707,已知集合则答案解析试题分析集合的元素都是函数的值域这是我们在解与集合有关问题时一定要弄清的东西一个集合元素是什么代表元是什么而集合的交集就是由两个集合的公共元素所组成的集合考点集合的交集,0,1,1
708,已知命题若则则命题及其逆命题否命题逆否命题中正确命题的个数是答案解析试题分析命题的四种形式中原命题与逆否命题同真假逆命题与否命题同真假本题中原命题是真命题逆命题是假命题故有个是真考点命题的四种形式,0,1,1
709,已知命题若则则命题及其逆命题否命题逆否命题中正确命题的个数是答案解析试题分析命题的四种形式中原命题与逆否命题同真假逆命题与否命题同真假本题中原命题是真命题逆命题是假命题故有个是真考点命题的四种形式,0,1,1
710,已知命题命题若命题是真命题则实数的取值范围是答案解析试题分析因为是真命题即命题为真且合命题亦为真所以解得故正确答案为考点命题定义实数指数幂不等式二次方程的解,0,1,1
711,命题若都是偶数则也是偶数的逆否命题是若是偶数则与不都是偶数若是偶数则与都不是偶数若不是偶数则与不都是偶数若不是偶数则与都不是偶数答案解析试题分析由定义知命题若则的逆否命题是若则而都是的否定为不都是所以正确答案是考点命题的逆否命题,0,1,1
712,命题存在一个无理数它的平方是有理数的否定是任意一个有理数它的平方是有理数任意一个无理数它的平方不是有理数存在一个有理数它的平方是有理数存在一个无理数它的平方不是有理数答案解析试题分析由题意知原命题是特称命题其否定形式应是全称命题所以命题前提条件中的存在应用任意替换把命题结论改用否定而是的否定为不是所以正确答案为考点命题的否定,0,1,1
713,下面四个条件中使成立的充分而不必要的条件是答案解析试题分析选项中由条件可推出结论但是由是不能推出如故答案正确选项中充分性不成立选项中既不充分也不必要选项中是充要条件所以正确答案选考点充分条件必要条件不等式,0,1,1
714,设为实数则或是的充分条件但不是必要条件必要条件但不是充分条件既是充分条件也是必要条件既不是充分条件也不是必要条件答案解析试题分析充分条件可举反例当此时但所以不是充分条件反之为实数当时说明同号则或所以或是的必要条件综上可知或是必要条件但不是充分条件考点充分条件与必要条件的判断,0,1,1
715,已知集合则答案解析试题分析因为所以故选考点函数的值域集合的运算,0,1,1
716,下列说法中正确的是若命题为对有则使若命题为则若是的充分不必要条件则是的必要不充分条件方程有唯一解的充要条件是答案解析试题分析选项中使选项中选项中充要条件是或选项正确故选考点全称命题的否定命题的否定充分条件必要条件充要条件的判断,0,1,1
717,已知函数的定义域为集合的定义域为集合集合若求实数的取值范围如果若则为真命题求实数的取值范围答案或解析试题分析由已知函数的定义域为集合由得从而得集合由已知得由此得集合若则列出不等式组即可求得实数的取值范围首先由已知求出集合已知条件若则为真命题所以由此得或从而可求得实数的取值范围试题解析集合因为所以所以分若则为真命题所以所以或所以的取值范围是或分考点函数的定义域集合间的包含关系命题真假的判断,0,1,1
718,条件存在实数使得是与共线的充分不必要条件必要不充分条件充要条件既不充分也不必要条件答案解析试题分析因为当时不成立所以与共线但与共线所以条件存在实数使得是与共线的充分不必要条件故选考点向量共线的判断充分条件与必要条件的判断,0,1,1
719,设函数的定义域为集合函数的定义域为集合已知满足且若则为真命题求实数的取值范围答案实数的取值范围为解析试题分析由已知得由此可求得集合由可得集合从而可求得由得因为若则为真命题所以是的子集由此列出不等式即可求得实数的取值范围试题解析由题意分分分记又若则为真命题即分分故实数的取值范围为分考点函数的定义域简单不等式的解法命题真假与集合的包含关系,0,1,1
720,设全集则答案解析试题分析考点集合的运算,0,1,1
721,设集合集合则下列关系中正确的是答案解析试题分析考点集合的交并补运算,0,1,1
722,设集合集合则下列关系中正确的是答案解析试题分析考点集合的交并补运算,0,1,1
723,给定两个命题若是的必要而不充分条件则是的充分而不必要条件必要而不充分条件充要条件既不充分也不必要条件答案解析试题分析若是的必要而不充分条件则但故它的逆否命题为但故是的充分而不必要条件考点充要条件的判断,0,1,1
724,给定两个命题若是的必要而不充分条件则是的充分而不必要条件必要而不充分条件充要条件既不充分也不必要条件答案解析试题分析若是的必要而不充分条件则但故它的逆否命题为但故是的充分而不必要条件考点充要条件的判断,0,1,1
725,已知集合则的子集的个数共有个个个个答案解析试题分析因为则集合的子集有共个故选考点本题考查的知识点是集合的基本运算和基本关系,0,1,1
726,函数的定义域为集合求集合若求的取值范围答案解析试题分析要使函数有意义只需满足从而求出集合由可得集合而集合若则所以试题解析要使函数有意义只需满足解得即从而求出集合由可得集合而集合若则所以即的取值范围是考点本题主要考查了函数的定义域的定义集合间的基本关系和基本运算,0,1,1
727,设集合则答案解析试题分析由得考点集合的运算,0,1,1
728,已知是实数则是的充分不必要条件必要不充分条件充分必要条件既不充分也不必要条件答案解析试题分析由题意若同号则有若有但是所以是的必要不充分条件考点充要条件,0,1,1
729,是方程表示椭圆的充分不必要条件必要不充分条件充要条件既不充分也不必要条件答案解析试题分析当时有而此时若即则方程表示圆命题不成立而若方程表示椭圆时有解得且则此时满足所以正确的答案选考点充分条件必要条件椭圆定义,0,1,1
730,已知集合则答案解析试题分析解得故选考点一元二次不等式的解法集合的运算,0,1,1
731,已知命题则答案解析试题分析已知命题为全称命题它的否定应为故选考点全称命题的法定,0,1,1
732,已知集合若则的取值范围是答案或解析试题分析集合为函数的定义域由得或集合为函数的值域由得或或考点函数的定义域和值域的求法集合的运算,0,1,1
733,已知集合则答案解析试题分析所以故选考点集合的运算对数函数的性质,0,1,1
734,是为锐角的充分不必要条件必要不充分条件既不充分也不必要条件充要条件答案解析试题分析为锐角为锐角故选考点充分必要条件三角函数的性质,0,1,1
735,若其中为整数则称为离实数最近的整数记作即设集合若集合的子集恰有两个则的取值不可能是答案解析试题分析因为所以即所以函数值域为是周期为的周期性函数当时当时当时函数的图象如下图所示若集合的子集恰有两个则说明中只有一个元素在同一坐标系中画出函数和的图象可以发现只有时两图像由两个交点即集合有两个元素不满足集合的子集恰有两个这个已知条件故选考点集合交集的性质函数的图像,0,1,1
736,若集合则集合答案解析试题分析故选考点集合的运算,0,1,1
737,已知条件条件则是的充分不必要条件必要不充分条件充要条件既不充分也不必要条件答案解析试题分析故选考点充分必要条件,0,1,1
738,以知集合则答案解析试题分析即考点指数不等式的运算和集合的运算,0,1,1
739,集合若求的取值范围若求的取值范围答案解析试题分析时集合集合没有公共点所以时成立当时两集合仍没有公共点所以集合中必须含有小于等于的元素集合中含有的元素在集合中仍可含有所以试题解析因为所以当时考点集合的运算,0,1,1
740,已知全集集合则答案解析试题分析由于中含中含有而没有所以求就应将中的排除而只留和即考点集合的基本运算,0,1,1
741,下列命题中错误的是命题若则的逆否命题是若则若则是成立的充要条件已知命题和若为假命题则命题与中必一真一假对命题使则则答案解析试题分析显然正确对若则结论成立若则也成立所以是成立的充要条件故正确对为假命题时命题与有可能都为假命题故错选对对根据特称命题的否定知该命题成立考点命题与逻辑,0,1,1
742,已知命题函数恒过点命题若函数为偶函数则的图像关于直线对称则下列命题为真命题的是答案解析试题分析函数恒过点所以命题是一个假命题函数为偶函数则所以直线是它的对称轴故命题也是假命题所以选考点函数的性质命题与逻辑,0,1,1
743,已知全集集合则答案解析试题分析由于中含中含有而没有所以求就应将中的排除而只留和即考点集合的基本运算,0,1,1
744,下列命题中错误的是命题若则的逆否命题是若则若则是成立的充要条件已知命题和若为假命题则命题与中必一真一假对命题使则则答案解析试题分析显然正确对若则结论成立若则也成立所以是成立的充要条件故正确对为假命题时命题与有可能都为假命题故错选对对根据特称命题的否定知该命题成立考点命题与逻辑,0,1,1
745,已知命题函数恒过点命题若函数为偶函数则的图像关于直线对称则下列命题为真命题的是答案解析试题分析函数恒过点所以命题是一个假命题函数为偶函数则所以直线是它的对称轴故命题也是假命题所以选考点函数的性质命题与逻辑,0,1,1
746,下列命题中真命题是答案解析试题分析是假命题而函数在上是增函数故是真命题对不存在使故为假命题当时故为假命题考点全称命题和特称命题真假的判断,0,1,1
